"funding","title"
"1205008","Collaborative Research: Investigating the Influence of Sea-surface Variability on Ice Sheet Mass Balance and Outlet Glacier Behavior using Records from Disko Bugt, West Greenland"
"0909265","Understanding the physical properties of Northern Greenland near-surface snow: A spatial variability study"
"1313983","NA"
"1702456","Collaborative Research: The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region"
"1204082","Collaborative Research:  The Distributed Biological Observatory (DBO)-A Change Detection Array in the Pacific Arctic Region"
"1107645","Collaborative Research:  Pacific-Arctic Carbon Synthesis - Transformations, Fluxes, and Budgets"
"1022843","Dynamics and Forcing of Nares Strait from  2003 to 2009: Tidal to Interannual Variability to the West of Greenland"
"0230236","Collaborative Research:  Variability and Forcing of Fluxes Through Nares Strait and Jones Sound, a Freshwater Emphasis"
"1203640","Searching for Abrupt Climate Change Precursors Using Ultra High Resolution Ice Core Analysis"
"1642851","Estimating fluxes of CO2 and CH4 along the Siberian Yensei River"
"4436581","NA"
"5495885","NA"
"9035126","NA"
"5383193","NA"
"8027757","NA"
"2619687","NA"
"2520044","NA"
"9270565","NA"
"2627394","NA"
"3790630","NA"
"7586801","NA"
"7611470","NA"
"2156225","NA"
"9851166","NA"
"8603701","NA"
"5972494","NA"
"1512483","NA"
"1782450","NA"
"7224717","NA"
"4658674","NA"
"2109639","NA"
"8788242","NA"
"6921901","NA"
"9553846","Spectroscopy:  A Universal Analytic Method"
"3667035","NA"
"1456043","NA"
"5410367","NA"
"8312001","NA"
"9039484","NA"
"3837058","NA"
"2074356","NA"
"2578573","NA"
"2787059","NA"
"6656899","NA"
"1008881","NA"
"1220371","NA"
"6020869","NA"
"9637452","NA"
"5641996","NA"
"2321480","NA"
"3822907","NA"
"1574528","NA"
"1114559","NA"
"1329378","NA"
"1286961","NA"
"2001496","NA"
"1953513","NA"
"2104991","NA"
"2303372","NA"
"1756392","NA"
"1383238","NA"
"1620125","NA"
"2082221","NA"
"1313439","NA"
"1147391","NA"
"9435458","NA"
"5139198","NA"
"8032726","NA"
"8827960","NA"
"5965020","NA"
"9628829","NA"
"9483189","NA"
"1865266","NA"
"1331385","NA"
"1507335","NA"
"2033026","NA"
"2748796","NA"
"2247136","NA"
"1750155","CAREER: Software Adaptation and Synthesis Techniques for Internet of Things Systems"
"1535685","NA"
"2258025","NA"
"1442356","NA"
"1355238","AON: Transitioning the Bering Sea Sub-Network to the Community-based Observation Netwrok for Adapatation and Security"
"1203851","Collaborative Research: Developing a high-resolution late Holocene sediment record of rapid Arctic climate change from the Beaufort Sea coastal zone"
"1347469","Collaborative Research: Developing a high-resolution late Holocene sediment record of rapid Arctic climate change from the Beaufort Sea coastal zone"
"1203934","Collaborative Research: Developing a high-resolution late Holocene sediment record of rapid Arctic climate change from the Beaufort Sea coastal zone"
"1304807","Collaborative Research: Assessing the Impact of Arctic Sea Ice Variability on the Greenland Ice Sheet Surface Mass and Energy Balance"
"1038596","Graduate Research Fellowship Program"
"1115332","Chromophoric dissolved organic material (CDOM) in Arctic surface waters, implications for solar heating"
"1208635","Collaborative Research: Sonic Logging the NEEM Corehole, Greenland"
"1107942","Collaborative Research: Do Holocene Variations In Arctic Sea Ice And Greenland Icebergs Drifting Through Denmark Strait Reflect Natural Cycles?"
"0550109","Establishing the Onset and History of Perennial Sea Ice in the Arctic"
"1256669","RAPID: Impact of Large Scale Greenland Ice Sheet Melting on Glacier Hydrology and Meltwater Geochemistry"
"1217601","NA"
"1132600","NA"
"0424864","The Beaufort Gyre System:   Flywheel of the Arctic Climate?"
"1088248","NA"
"5908480","NA"
"5562210","NA"
"1129508","NA"
"1226230","NA"
"3022888","NA"
"9203916","Dynamics of Equatorial, Coastal and Subtropical Ocean       Circulations"
"1894400","NA"
"2735357","NA"
"1722545","Homotopy Theory in the Ecliptic:  Chromatic, Equivariant, and Motivic Mathematics"
"3535075","NA"
"3706880","NA"
"1193587","NA"
"1822964","NA"
"7081124","NA"
"1983136","NA"
"5038080","NA"
"5419735","NA"
"7445070","NA"
"1069268","NA"
"5877760","NA"
"5598082","NA"
"1124427","NA"
"5806080","NA"
"5437551","NA"
"1107428","Surface Energy Budgets at Arctic Terrestrial Sites: Quantifying Energy and Momentum Fluxes and their Associated Physical Processes"
"4941927","NA"
"7650783","NA"
"1028594","NA"
"6082560","NA"
"5739307","NA"
"3472506","NA"
"6062080","NA"
"4259840","NA"
"5702496","NA"
"1124849","NA"
"9732736","Investigation of Pairing Symmetry and Normal State          Properties of Electron-Doped Copper Oxides"
"1439880","The Urban Mathematics and Science Teacher Collaborative"
"1079650","NA"
"5586057","NA"
"5857280","NA"
"2820030","NA"
"2819929","NA"
"2820005","NA"
"2820131","NA"
"2819915","NA"
"1050356","NA"
"1167360","NA"
"1092768","NA"
"4424096","NA"
"6031360","NA"
"5677242","NA"
"4587520","NA"
"1017527","NA"
"4312306","NA"
"1206953","NA"
"1857619","NA"
"1681663","NA"
"1745981","NA"
"1423736","NA"
"1488188","NA"
"1324133","NA"
"1658096","NA"
"5516182","NA"
"1681532","NA"
"4525161","NA"
"3498513","NA"
"4445585","NA"
"2039878","NA"
"3708752","NA"
"4307003","NA"
"4079725","NA"
"4434182","NA"
"4537701","NA"
"4465035","NA"
"4460523","NA"
"3926300","NA"
"4171462","NA"
"4326938","NA"
"4692717","NA"
"4531053","NA"
"4171541","NA"
"4435194","NA"
"4566958","NA"
"4275109","NA"
"4262507","NA"
"3445143","NA"
"4324592","NA"
"4423020","NA"
"4308699","NA"
"4422900","NA"
"4266666","NA"
"4266157","NA"
"4324467","NA"
"4023655","NA"
"4409276","NA"
"4692079","NA"
"3751467","NA"
"4372016","NA"
"4400373","NA"
"4463312","NA"
"4690832","NA"
"4588444","NA"
"4422970","NA"
"4472283","NA"
"4460797","NA"
"3962972","NA"
"3949068","NA"
"3636710","NA"
"4685939","NA"
"3517406","NA"
"4567946","NA"
"4439765","NA"
"4263044","NA"
"3566525","NA"
"4660881","NA"
"4462284","NA"
"4324305","NA"
"4366602","NA"
"4532286","NA"
"3295248","NA"
"4531328","NA"
"4424731","NA"
"4531564","NA"
"4692109","NA"
"4073260","NA"
"4460542","NA"
"4122633","NA"
"4326348","NA"
"4424233","NA"
"3902472","NA"
"4370486","NA"
"4267484","NA"
"3989463","NA"
"4370585","NA"
"4366251","NA"
"4463601","NA"
"4434549","NA"
"4462582","NA"
"4527858","NA"
"4423898","NA"
"3697232","NA"
"4531181","NA"
"4464015","NA"
"4306226","NA"
"4536775","NA"
"4264436","NA"
"4324577","NA"
"4304230","NA"
"4524171","NA"
"4267552","NA"
"2387272","NA"
"4464494","NA"
"4369964","NA"
"4370560","NA"
"3836862","NA"
"4171339","NA"
"3078757","NA"
"4565345","NA"
"4311533","NA"
"4439382","NA"
"4435333","NA"
"4566107","NA"
"2594692","NA"
"4306490","NA"
"4325170","NA"
"4457349","NA"
"3958136","NA"
"4262143","NA"
"4691831","NA"
"4691293","NA"
"3087006","NA"
"4326828","NA"
"4527167","NA"
"4312873","NA"
"4266815","NA"
"4264680","NA"
"4302611","NA"
"4142380","NA"
"4305426","NA"
"4690562","NA"
"4327480","NA"
"4366866","NA"
"4697206","NA"
"4307678","NA"
"4368855","NA"
"4530488","NA"
"4432522","NA"
"4470295","NA"
"4303173","NA"
"4462730","NA"
"4529428","NA"
"2242136","NA"
"4308156","NA"
"4569738","NA"
"4302153","NA"
"4467831","NA"
"4532589","NA"
"4266147","NA"
"4409524","NA"
"4308408","NA"
"4368919","NA"
"3984941","NA"
"4435226","NA"
"4427526","NA"
"4536070","NA"
"4370110","NA"
"3126760","NA"
"4261991","NA"
"4266988","NA"
"4696011","NA"
"4695460","NA"
"4532292","NA"
"4463646","NA"
"4685816","NA"
"3555821","NA"
"4566473","NA"
"3987712","NA"
"4263521","NA"
"4170811","NA"
"4696743","NA"
"3984402","NA"
"4429208","NA"
"4537822","NA"
"4408850","NA"
"3949803","NA"
"4370507","NA"
"4268158","NA"
"4569391","NA"
"4692775","NA"
"4261177","NA"
"4323509","NA"
"4313847","NA"
"4464358","NA"
"4571103","NA"
"4532220","NA"
"4463036","NA"
"4463507","NA"
"4261150","NA"
"4438565","NA"
"3951421","NA"
"4433587","NA"
"4082291","NA"
"4691612","NA"
"4695336","NA"
"3968158","NA"
"4368327","NA"
"4434255","NA"
"4438387","NA"
"4170379","NA"
"4320051","NA"
"4363518","NA"
"4690955","NA"
"4469815","NA"
"4303763","NA"
"3851122","NA"
"4670620","NA"
"4428921","NA"
"4532128","NA"
"4428591","NA"
"4566227","NA"
"4528586","NA"
"4308038","NA"
"4261121","NA"
"4462083","NA"
"4689257","NA"
"2240374","NA"
"4368775","NA"
"3924707","NA"
"4526993","NA"
"4367210","NA"
"4459956","NA"
"4530275","NA"
"4368151","NA"
"4308716","NA"
"4690299","NA"
"4529341","NA"
"3513945","NA"
"4690918","NA"
"4371105","NA"
"4437467","NA"
"4294210","NA"
"3923131","NA"
"4261736","NA"
"4264433","NA"
"4178462","NA"
"4265628","NA"
"4394338","NA"
"1985976","NA"
"4364526","NA"
"4463692","NA"
"4371750","NA"
"4302649","NA"
"4464045","NA"
"4690799","NA"
"4365917","NA"
"4695920","NA"
"4263968","NA"
"4569957","NA"
"4397796","NA"
"4324485","NA"
"4370827","NA"
"4462656","NA"
"4171329","NA"
"4329211","NA"
"4433477","NA"
"4370357","NA"
"4438595","NA"
"4302504","NA"
"4178112","NA"
"4529791","NA"
"3885075","NA"
"4695047","NA"
"4370317","NA"
"3980528","NA"
"4365887","NA"
"4250271","NA"
"4525083","NA"
"2749943","NA"
"4286991","NA"
"4463777","NA"
"4532910","NA"
"4261931","NA"
"4200250","NA"
"4462038","NA"
"4692133","NA"
"4330860","NA"
"4460739","NA"
"4408418","NA"
"4693620","NA"
"4260936","NA"
"4536746","NA"
"4429832","NA"
"4471025","NA"
"3946043","NA"
"4300748","NA"
"4264831","NA"
"4523823","NA"
"4427933","NA"
"4114838","NA"
"4368035","NA"
"4692197","NA"
"3362674","NA"
"4405334","NA"
"4262085","NA"
"4435898","NA"
"4371835","NA"
"4438074","NA"
"4460769","NA"
"3565120","NA"
"4531090","NA"
"1053548","NA"
"4324929","NA"
"4693057","NA"
"4268085","NA"
"3871404","NA"
"4262110","NA"
"4265960","NA"
"4523985","NA"
"4267772","NA"
"4429326","NA"
"4460080","NA"
"4303895","NA"
"4469584","NA"
"3672112","NA"
"4438869","NA"
"4435426","NA"
"4429378","NA"
"4266909","NA"
"4353143","NA"
"4309993","NA"
"4285951","NA"
"4440587","NA"
"3908992","NA"
"4523870","NA"
"3591659","NA"
"4305030","NA"
"4693010","NA"
"3911656","NA"
"4438544","NA"
"4102376","NA"
"4171672","NA"
"2149969","NA"
"4535234","NA"
"4321282","NA"
"4439248","NA"
"4527997","NA"
"4687218","NA"
"4329688","NA"
"4326008","NA"
"4369445","NA"
"4463758","NA"
"4230667","NA"
"4461491","NA"
"3994131","NA"
"4263518","NA"
"3630149","NA"
"4372101","NA"
"2136839","NA"
"4010185","NA"
"4529272","NA"
"4131895","NA"
"1540112","Towards Deploying a Science-Driven Regional Interoperable Science DMZ"
"4428067","NA"
"4260458","NA"
"3935196","NA"
"4567616","NA"
"4537291","NA"
"4370511","NA"
"4464257","NA"
"4434063","NA"
"2602053","NA"
"4263998","NA"
"4463545","NA"
"4171305","NA"
"4462812","NA"
"4439736","NA"
"4693866","NA"
"3972546","NA"
"3730461","NA"
"4525227","NA"
"4370142","NA"
"4566985","NA"
"3937177","NA"
"4429416","NA"
"4470250","NA"
"1140112","NA"
"4463763","NA"
"4528270","NA"
"4170000","NA"
"4323095","NA"
"3986093","NA"
"4463625","NA"
"4534158","NA"
"4462015","NA"
"4267281","NA"
"4430051","NA"
"4684538","NA"
"4323087","NA"
"4691196","NA"
"4463543","NA"
"4266404","NA"
"4263612","NA"
"4460167","NA"
"4439325","NA"
"4530595","NA"
"4460455","NA"
"4307829","NA"
"4438993","NA"
"4370278","NA"
"4462647","NA"
"3924447","NA"
"4261562","NA"
"3818382","NA"
"4570687","NA"
"4566555","NA"
"3708965","NA"
"3253466","NA"
"4691210","NA"
"4354705","NA"
"4369212","NA"
"4463675","NA"
"4537693","NA"
"4684902","NA"
"4536346","NA"
"4171923","NA"
"2904770","NA"
"4171489","NA"
"4693832","NA"
"4379166","NA"
"4309065","NA"
"4266082","NA"
"2578588","NA"
"4465309","NA"
"4450379","NA"
"4532704","NA"
"4523793","NA"
"4429016","NA"
"4084235","NA"
"4530022","NA"
"4267058","NA"
"4263271","NA"
"4325888","NA"
"3829804","NA"
"4301435","NA"
"4462915","NA"
"4463495","NA"
"4367896","NA"
"4426539","NA"
"3763061","NA"
"4531703","NA"
"3679658","NA"
"4537355","NA"
"4370546","NA"
"4407831","NA"
"4531414","NA"
"4325055","NA"
"4462795","NA"
"4266396","NA"
"3983223","NA"
"4330515","NA"
"4263967","NA"
"2307705","NA"
"2453601","NA"
