funding_num,n_datasets,dataset_ids,funding_text,min_pubDate,min_dateUploaded,date,expDate,fundProgramName,startDate,title
1232856,3,arctic-data.14282.8; arctic-data.14458.4; autogen.2018011912290088329.2,1232856,NA,2017-12-06T09:36:46Z,03/08/2012,12/31/2015,ARCTIC NATURAL SCIENCES,02/02/2012,Collaborative Research: Observation and Prediction of Ocean Acidification in the Western Arctic Ocean - Impacts of Physical and Biogeochemical Processes on Carbonate Mineral States
1236971,1,arctic-data.13890.3,1236971,2017-07-19T00:00:00Z,2017-07-21T13:47:43Z,07/09/2013,08/31/2016,ARCTIC SOCIAL SCIENCES,08/15/2013,"Doctoral Dissertation Research:  Possibilities for Itelmen language revitalization in Kamchatka, Russia"
1255228,1,autogen.2016032221175817438.2,NSF Award 1255228,2014-04-10T00:00:00Z,2016-04-02T09:23:03Z,06/24/2013,06/30/2019,ARCTIC NATURAL SCIENCES,07/01/2013,"CAREER: Microbial Allocation of Assimilated Carbon: Interactions between Temperature, Substrate Quality, and Microbial Physiology Determine Efficiency of Arctic Soil Carbon Cycling"
1256669,1,autogen.2016032221224012918.3,NSF Award 1256669,2014-10-21T00:00:00Z,2017-09-22T14:19:27Z,08/20/2012,06/30/2014,ARCTIC NATURAL SCIENCES,09/01/2012,RAPID: Impact of Large Scale Greenland Ice Sheet Melting on Glacier Hydrology and Meltwater Geochemistry
1263005,3,arctic-data.9418.5; arctic-data.9513.6; autogen.2016081110130513289.22,1263005,2016-08-02T00:00:00Z,2017-04-24T16:24:44Z,07/31/2013,02/28/2015,ARCTIC NATURAL SCIENCES,09/01/2013,Collaborative Research: REU Site: Svalbard REU: Holocene and Modern Climate Change in the Norwegian High Arctic
1263650,1,autogen.2016032221321118372.2,NSF Award 1263650,2015-01-17T00:00:00Z,2016-04-02T08:57:36Z,09/12/2013,08/31/2018,ARCTIC SOCIAL SCIENCES,09/01/2013,"Collaborative Research: Water, Energy, and Food Security in the North: Synergies, tradeoffs, and building community capacity for sustainable futures (Sustainable Futures North)"
1263854,3,arctic-data.10014.16; autogen.2016032220434747092.2; autogen.2016032220435043593.12,1263854; NSF Award 1263854,2015-03-24T00:00:00Z,2016-03-22T16:00:00Z,09/17/2013,08/31/2019,ARCTIC SYSTEM SCIENCE PROGRAM,09/15/2013,Cumulative Effects of Arctic Oil Development - planning and designing for sustainability
1264098,5,arctic-data.14489.16; autogen.2018011709452964606.14; autogen.2018011709454387213.12; autogen.2018011709455679819.12; autogen.2018011709460924926.12,ARC-1264098,2018-01-02T00:00:00Z,2018-02-02T10:42:36Z,05/10/2013,04/30/2019,ARCTIC NATURAL SCIENCES,05/01/2013,"The Atlantic Water Boundary Current in the Eastern Arctic: Composition, Transport, Variability and Dynamics"
1301927,1,arctic-data.14186.10,1301927,2017-11-07T00:00:00Z,2018-03-05T10:45:26Z,08/26/2013,08/31/2017,ARCTIC SOCIAL SCIENCES,09/15/2013,"Collaborative Research:   Geological Hazards, Climate Change, and Human/Ecosystems Resilience in the Islands of the Four Mountains, Alaska."
1301929,1,arctic-data.10065.4,1301929,2017-04-28T00:00:00Z,2017-04-28T16:37:32Z,08/26/2013,08/31/2016,ARCTIC SOCIAL SCIENCES,09/15/2013,"Collaborative Research: Geological Hazards, Climate Change, and Human/Ecosystems Resilience in the Islands of the Four Mountains, Alaska."
1303644,1,autogen.2016032220472761753.2,NSF Award 1303644,2015-11-06T00:00:00Z,2016-04-02T09:32:17Z,03/12/2014,02/28/2019,AON IMPLEMENTATION,03/01/2014,AON:   Observing the Evolving Central Arctic Ocean with Ice-Tethered Profilers
1303766,7,autogen.2016032221252482863.7; autogen.2017071716141100174.12; autogen.2017071815164251361.9; autogen.2017071913401593805.20; autogen.2017071914101757012.18; autogen.2017071914292239315.19; autogen.2017071915103102818.17,1303766,2017-06-28T00:00:00Z,2016-03-22T16:00:00Z,09/06/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,"Collaborative Research:   Assessing the Impact of Small, Canadian Arctic River Flows (SCARFs) to the Freshwater Budget of the Canadian Archipelago"
1303864,1,autogen.2016032220484038872.2,NSF Award 1303864,2015-11-06T00:00:00Z,2016-04-02T09:21:03Z,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,"High Resolution, Active Remote Sensing of Cloud Microphysics at Summit, Greenland with Polarized Raman Lidar"
1303879,67,arctic-data.14656.9; arctic-data.9560.8; autogen.2016032221123780551.10; autogen.2016032221124149652.11; autogen.2016032221124583753.6; autogen.2016032221124583753.6; autogen.2016032221124583753.6; autogen.2016032221124583753.6; autogen.2016032221124958854.9; autogen.2016032221125676956.19; autogen.2016032221130440358.10; autogen.2016032221130783859.11; autogen.2016032221131157360.11; autogen.2017030813184604814.8; autogen.2017031014274858719.5; autogen.2017031516412580298.3; autogen.2017031708405876021.3; autogen.2017031711142303738.4; autogen.2017031713262634044.3; autogen.2017031715314748848.3; autogen.2017041313033324070.4; autogen.2017042509383361300.8; autogen.2017050809555522948.6; autogen.2017051609474360978.5; autogen.2017051611491916889.5; autogen.2017051612462292455.5; autogen.2017051613491288643.5; autogen.2017051616162252392.6; autogen.2017051710065419403.6; autogen.2017062213075681468.2; autogen.2017062215513816878.1; autogen.2017062311124793242.1; autogen.2017062315100352610.1; autogen.2017062609575041702.1; autogen.2017062611173929004.1; autogen.2017062616480912423.2; autogen.2017062711063588594.1; autogen.2017062713045478657.1; autogen.2017062715040371623.1; autogen.2017062810073633894.1; autogen.2017062812153713293.1; autogen.2017062813053938255.2; autogen.2017062814422078180.1; autogen.2017062815511392881.1; autogen.2017062911071710479.2; autogen.2017062911322107480.1; autogen.2017062914365014957.1; autogen.2017062915573881576.1; autogen.2017063009574299239.1; autogen.2017063011213068770.1; autogen.2017063012492798199.1; autogen.2017063015273139698.1; autogen.2017070311170906723.3; autogen.2017070312011325924.1; autogen.2017070313384893638.1; autogen.2017070314092250674.1; autogen.2017070314383881054.1; autogen.2017070510094272793.1; autogen.2017070511200026206.1; autogen.2017070512502938618.1; autogen.2017070513453991316.1; autogen.2017070609463042297.1; autogen.2017070611272166831.1; autogen.2017070613081410706.1; autogen.2017070614413409813.1; autogen.2017070709222098821.1; autogen.2017070710125238423.1,PLR1303879;    1303879; 1303879;   1303879;  1303879,2010-01-01T00:00:00Z,2016-03-22T16:00:00Z,08/13/2013,07/31/2018,AON IMPLEMENTATION,08/15/2013,"Collaborative Reasearch:  Integrated Characterization of Energy, Clouds, Atmospheric structure, and Precipitation at Summit (ICECAPS)"
1303895,7,arctic-data.14681.6; arctic-data.14693.7; arctic-data.14812.4; autogen.2018052112135082704.3; autogen.2018052212441222368.4; autogen.2018052213185145972.3; autogen.2018052213400770976.3,1303895,NA,2018-03-23T09:42:53Z,07/12/2013,11/30/2017,ARCTIC NATURAL SCIENCES,12/01/2013,Collaborative Research:   Dynamics of subglacial erosion of soft sediments and its consequences for glacier evolution
1303965,6,arctic-data.14345.24; arctic-data.14345.24; arctic-data.14442.16; arctic-data.14442.16; autogen.2018030709053712939.2; autogen.2018030709053712939.2,1303965; This material is based is based upon work supported by the National Science Foundation under grant 1303965; Foundation under grant 1303965,2017-12-12T00:00:00Z,2018-03-09T11:07:51Z,07/22/2013,07/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,08/01/2013,Impacts of distant pollution sources on microphysical transitions in Arctic clouds
1303991,1,autogen.2016032221215675105.4,NSF Award 1303991,2015-04-27T00:00:00Z,2017-08-21T15:19:23Z,08/15/2013,07/31/2014,ARCTIC SOCIAL SCIENCES,08/15/2013,"Doctoral Dissertation Research:   ""The sea is our garden"": Inupiaq subsistence, indigenous knowledge, and the 'politics of nature' in the context of Arctic offshore development"
1304007,2,arctic-data.13714.3; arctic-data.14081.1,1304007,2017-04-28T00:00:00Z,2017-05-04T12:04:44Z,05/28/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304011,1,autogen.2016032221061658550.2,NSF Award 1304011,2015-11-06T00:00:00Z,2016-04-02T09:30:29Z,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,Greenland Ice Sheet Monitoring Network (GLISN) Operations
1304040,8,arctic-data.13714.3; arctic-data.14817.10; arctic-data.14819.7; arctic-data.14821.5; arctic-data.14823.7; arctic-data.14825.7; autogen.2016032221242856548.4; autogen.2016032221243609550.3,1304040; NSF Award 1304040,2014-07-29T00:00:00Z,2017-05-04T12:04:44Z,05/28/2013,02/29/2016,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:  Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304052,2,arctic-data.13877.3; arctic-data.9411.4,1304052,2016-07-26T00:00:00Z,2017-07-19T11:38:19Z,08/09/2013,07/31/2018,AON IMPLEMENTATION,08/15/2013,Collaborative Research:  A Bering Strait Ocean Observing System for the Pacific Inflow to the Arctic- a fundamental part of the Arctic Observing Network
1304137,2,arctic-data.14541.2; autogen.2016032221260941475.2,ARC-1304137; NSF Award 1304137,2015-11-06T00:00:00Z,2016-04-02T09:00:51Z,08/26/2013,08/31/2018,AON IMPLEMENTATION,09/01/2013,"Seal-Tag Hydrographic Observations in Ice-Ocean Fjords, Greenland"
1304202,1,autogen.2016032220494983291.10,PLR-1304202,2016-09-12T00:00:00Z,2017-08-14T12:19:02Z,06/27/2013,09/30/2018,ARCTIC NATURAL SCIENCES,10/01/2013,Collaborative Research:  Soil-Snow-Atmosphere Exchanges of Mercury in the Interior Arctic Tundra
1304228,2,arctic-data.14284.9; arctic-data.14284.9,1304228; NSF-ANS-1304228,2017-10-31T00:00:00Z,2018-05-31T15:56:30Z,06/20/2013,12/31/2018,ARCTIC NATURAL SCIENCES,01/01/2014,Extreme summer melt:   Assessing the habitability and physical structure of rotting first-year Arctic sea ice
1304270,3,arctic-data.14667.3; autogen.2016032222001239405.2; autogen.2018022612535198724.4,1304270; NSF Award 1304270,2015-11-06T00:00:00Z,2016-04-02T09:00:08Z,01/14/2014,12/31/2018,AON IMPLEMENTATION,01/15/2014,"Collaborative Research:  Atmospheric measurements of O2/N2 ratio, CO2 concentration, and CO2 isotopes in support of the Arctic Observing Network"
1304271,8,arctic-data.13758.12; arctic-data.13784.7; autogen.2016032221013553377.3; autogen.2016032221015484382.8; autogen.2016032222053012386.7; autogen.2017052409054942109.6; autogen.2017082211331739634.22; autogen.2018011817100219914.15,1304271; NSF Award 1304271,2009-11-18T00:00:00Z,2017-05-10T10:30:19Z,05/01/2014,04/30/2019,AON IMPLEMENTATION,05/01/2014,AON:  Development of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost
1304337,4,arctic-data.14375.14; arctic-data.14419.15; arctic-data.14695.7; autogen.2018011616564668896.7,  NSF PLR-1304337; 1304337,2017-11-29T00:00:00Z,2018-01-29T11:15:25Z,06/18/2013,09/30/2017,ARCTIC NATURAL SCIENCES,10/01/2013,A better understanding of recent changes of the CO2 system in the Western Arctic Ocean via field measurements from the summer 2014 CHINARE cruise
1304464,2,autogen.2016032221242856548.4; autogen.2016032221243609550.3,NSF Award 1304464,2014-07-29T00:00:00Z,2017-09-07T15:54:17Z,05/28/2013,08/31/2018,ARCTIC NATURAL SCIENCES,09/01/2013,RUI:   Collaborative Research: Fire regime influences on carbon dynamics of Siberian boreal forests
1304523,8,arctic-data.13841.4; arctic-data.13843.4; arctic-data.14104.5; arctic-data.14199.5; arctic-data.14291.5; arctic-data.14440.8; autogen.2016062416175241339.7; autogen.2018022311521314103.5,1304523; NSF Award 1304523,2016-06-24T00:00:00Z,2017-06-26T09:38:22Z,05/22/2013,01/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,02/01/2014,Collaborative Research:   Asynchrony in the timing of goose-vegetation interactions:   implications for biogeochemical cycling in wet sedge tundra
1304544,1,arctic-data.14656.9,PLR1304544,2018-02-08T00:00:00Z,2018-02-26T09:23:11Z,08/13/2013,07/31/2019,AON IMPLEMENTATION,08/15/2013,"Collaborative Research:  Integrated Characterization of Energy, Clouds, Atmospheric state, and Precipitation at Summit (ICECAPS)"
1304555,1,autogen.2016032220463728739.2,NSF Award 1304555,2015-11-06T00:00:00Z,2016-04-02T08:59:26Z,05/26/2014,05/31/2019,AON IMPLEMENTATION,06/01/2014,The Circumpolar Active Layer Monitoring Network-CALM IV(2014-2018): Long-term Observations on the Climate-Active Layer-Permafrost System
1304563,5,arctic-data.14274.14; arctic-data.14276.9; arctic-data.9545.3; arctic-data.9547.3; arctic-data.9670.5,1304563,2016-10-04T00:00:00Z,2016-11-03T14:24:14Z,09/12/2013,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2013,Collaborative Research:  Contrasting Under-Ice and Open-Water Phytoplankton Blooms in the Chukchi Sea
1304613,1,arctic-data.10530.3,1304613,2017-04-13T00:00:00Z,2017-04-20T12:22:55Z,09/11/2013,01/31/2017,ARCTIC SOCIAL SCIENCES,09/01/2013,"Collaborative Research: Gender, Environment, and Change: Exploring Shifting Roles in an Inupiat Community"
1304681,1,autogen.2016032221112428131.2,NSF Award 1304681,2015-05-06T00:00:00Z,2016-04-02T09:14:32Z,07/18/2013,12/31/2014,ARCTIC SOCIAL SCIENCES,08/01/2013,Doctoral Dissertation Improvement Grant:  Fishing livelihoods and fisheries management in Northwest Iceland
1304684,1,arctic-data.14666.13,PLR-1304684,2018-02-16T00:00:00Z,2018-05-24T09:55:48Z,06/26/2013,08/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2013,Collaborative Research:  What Role Do Glaciers Play in Terrestrial Sub-Arctic Hydrology?
1304755,1,arctic-data.14201.6,1304755,2017-10-03T00:00:00Z,2017-11-15T09:49:14Z,04/26/2013,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2013,Oceanographic and Biological Implications of Arctic Sea-Ice Change:  Evidence from Quaternary Benthic Foraminifers
1304807,1,autogen.2016032221112727332.2,NSF Award 1304807,2014-12-08T00:00:00Z,2016-04-02T09:14:10Z,07/12/2013,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2013,Collaborative Research: Assessing the Impact of Arctic Sea Ice Variability on the Greenland Ice Sheet Surface Mass and Energy Balance
1304879,12,arctic-data.13841.4; arctic-data.13843.4; arctic-data.14104.5; arctic-data.14199.5; arctic-data.14291.5; arctic-data.14440.8; arctic-data.6192.12; arctic-data.6194.1; arctic-data.6196.9; autogen.2016062416045765838.1; autogen.2016062416175241339.7; autogen.2018022311521314103.5,1304879; NSF Award 1304879,2016-05-12T00:00:00Z,2016-05-12T16:00:00Z,05/22/2013,01/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,02/01/2014,Collaborative Research: Asynchrony in the timing of goose-vegetation interactions: implications for biogeochemical cycling in wet sedge tundra
1304899,14,arctic-data.14681.6; arctic-data.14693.7; arctic-data.14704.6; arctic-data.14738.5; arctic-data.14812.4; autogen.2018040913320643813.8; autogen.2018040913320987615.6; autogen.2018040913321335017.7; autogen.2018040913321661719.5; autogen.2018042515504581032.5; autogen.2018052112135082704.3; autogen.2018052212441222368.4; autogen.2018052213185145972.3; autogen.2018052213400770976.3,  1304899;  1304899; 1304899; NSF OPP 1304899,NA,2018-03-23T09:42:53Z,07/12/2013,11/30/2018,ARCTIC NATURAL SCIENCES,12/01/2013,Collaborative Research:   Dynamics of subglacial erosion of soft sediments and its consequences for glacier evolution
1304905,14,arctic-data.13861.9; arctic-data.13863.4; arctic-data.14354.9; arctic-data.14357.8; arctic-data.14368.1; arctic-data.14372.3; arctic-data.14423.1; arctic-data.14433.1; arctic-data.14454.1; autogen.2017062715173706526.7; autogen.2018050311492708252.5; autogen.2018050312342254856.4; autogen.2018050312513970759.5; autogen.2018050313153255963.4,1304905,NA,2017-08-01T14:02:14Z,06/26/2013,08/31/2017,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2013,Collaborative research:  What role do glaciers play in terrestrial sub-arctic hydrology?
1311655,1,arctic-data.14578.6,NSF-ARC-1311655,2018-01-23T00:00:00Z,2018-01-25T11:32:45Z,01/28/2013,01/31/2016,ARCTIC NATURAL SCIENCES,02/01/2013,An initial investigation of the Greenland perennial firn aquifer
1312402,1,autogen.2016032222053594888.3,NSF Award 1312402,2015-05-08T00:00:00Z,2017-09-21T11:43:09Z,01/03/2013,06/30/2016,ARCTIC NATURAL SCIENCES,11/06/2012,Warming and drying effects on tundra carbon balance
1314156,4,arctic-data.14656.9; arctic-data.9560.8; arctic-data.9570.3; arctic-data.9571.1,PLR1314156;  1314156; 1314156,2016-10-14T00:00:00Z,2016-10-14T12:38:30Z,06/21/2013,09/30/2017,ARCTIC NATURAL SCIENCES,10/01/2013,"Collaborative Research:   Characterizing the Roles of Atmospheric Structure and Clouds on the Radiation and Precipitation Budgets at Summit, Greenland"
1331019,1,autogen.2016032220373660395.2,NSF Award 1331019,2015-04-20T00:00:00Z,2016-04-02T09:26:53Z,08/15/2013,02/28/2015,ARCTIC SOCIAL SCIENCES,09/01/2013,"Doctoral Dissertation Improvement:   Influences on Nutritional Status among Alaska Native Older Adults of Anchorage, Alaska"
1332911,1,arctic-data.13835.9,PLR-1332911,2017-06-02T00:00:00Z,2017-06-26T11:54:37Z,08/22/2013,02/28/2017,ARCTIC SYSTEM SCIENCE PROGRAM,09/01/2013,Novel Methods to Observe Heat and Ice in the High Latitudes Using PIES
1335302,1,arctic-data.14444.3,1335302,2017-12-12T00:00:00Z,2018-03-16T15:06:42Z,07/18/2014,07/31/2017,ARCTIC SOCIAL SCIENCES,08/01/2014,Testing Stable Isotopes of Human Dental Calculus as a Nondestructive Proxy for Paleodiet
1339445,1,arctic-data.10108.4,1339445,2017-03-23T00:00:00Z,2017-04-17T13:50:08Z,07/14/2014,12/31/2016,ARCTIC SOCIAL SCIENCES,07/15/2014,Togiak Archaeological and Paleoecological project
1339465,1,arctic-data.6187.6,1339465,2016-05-19T00:00:00Z,2016-05-26T14:55:22Z,04/12/2013,04/30/2015,ARCTIC RESRCH SUPPRT & LOGISTI,05/01/2013,Inland Migration of Crevasses on the Greenland Ice Sheet
1341500,1,arctic-data.14310.2,1341500,2017-11-07T00:00:00Z,2017-11-21T14:41:08Z,04/30/2014,06/30/2017,ANTARCTIC EARTH SCIENCES,05/01/2014,RUI: Antarctic Paleobotany: Permian Floral Characteristics in a Sedimentary Setting
1341881,1,arctic-data.14755.6,PLR-1341881,2018-04-17T00:00:00Z,2018-04-20T09:18:46Z,06/14/2013,05/31/2017,ARCTIC SOCIAL SCIENCES,06/15/2013,"Bering Strait Socio-economic Organization, ca.2000-200 BP: A View from Port Clarence"
1344264,1,arctic-data.13891.10,1344264,2017-07-21T00:00:00Z,2017-07-28T09:18:36Z,09/16/2013,12/31/2018,ARCTIC NATURAL SCIENCES,01/01/2014,INSPIRE Track 1: Acoustic Sensor Networks for Ice-Covered Seas
1348450,3,arctic-data.13973.5; arctic-data.14082.5; autogen.2016032220382871408.5,1348450; NSF Award 1348450,2014-05-06T00:00:00Z,2017-07-31T15:29:27Z,08/29/2013,08/31/2016,POLAR CYBERINFRASTRUCTURE,09/01/2013,An open source framework for metadata exploration and discovery of Polar Data
1349259,1,arctic-data.13865.8,1349259,2017-06-28T00:00:00Z,2017-07-25T13:04:16Z,09/05/2013,12/31/2016,POLAR CYBERINFRASTRUCTURE,01/01/2014,Building an Effective Service-Oriented Cyberinfrastructure Portal to Support Sustained Polar Sciences
1355238,1,autogen.2016032220463110737.2,NSF Award 1355238,2015-11-06T00:00:00Z,2016-04-02T09:19:56Z,03/10/2014,02/28/2017,AON IMPLEMENTATION,03/01/2014,AON: Transitioning the Bering Sea Sub-Network to the Community-based Observation Netwrok for Adapatation and Security
1415489,1,arctic-data.14278.6,1415489,2017-10-19T00:00:00Z,2017-11-01T11:54:06Z,07/15/2014,07/31/2017,ARCTIC NATURAL SCIENCES,08/01/2014,Shelf-Basin Exchange in the Chukchi Sea
1416961,14,arctic-data.14119.6; arctic-data.14129.11; arctic-data.14135.18; arctic-data.14144.7; arctic-data.14153.6; arctic-data.14161.8; arctic-data.14169.6; arctic-data.14178.9; arctic-data.14184.5; arctic-data.14324.3; arctic-data.9379.6; arctic-data.9381.5; arctic-data.9383.3; autogen.2016032221174778935.4,1416961,2016-07-04T00:00:00Z,2016-07-13T15:00:30Z,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Year-round autonomous sampling of methane in Arctic lakes
1417149,1,arctic-data.13767.5,1417149,2017-05-17T00:00:00Z,2017-05-24T10:05:49Z,07/11/2014,08/31/2016,ARCTIC NATURAL SCIENCES,09/01/2014,Determining the Source of Methane in Arctic Ocean Waters Adjacent to Subsea Permafrost
1417300,4,arctic-data.14571.10; arctic-data.14686.17; arctic-data.14815.1; autogen.2018030214192823827.4,1417300; ARC-1417300,2018-01-19T00:00:00Z,2018-01-24T12:19:14Z,06/09/2014,06/30/2018,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2014,COLLABORATIVE RESEARCH: Ice Regime Shifts of Arctic Lakes Drive Interactions and Feedbacks with Permafrost and Climate
1417345,1,arctic-data.14679.9, 1417345,2018-02-20T00:00:00Z,2018-02-23T14:07:22Z,06/09/2014,06/30/2019,ARCTIC SYSTEM SCIENCE PROGRAM,07/01/2014,COLLABORATIVE RESEARCH:   Ice Regime Shifts of Arctic Lakes Drive Interactions and Feedbacks with Permafrost and Climate
1417395,1,autogen.2018060409491463924.3,ANS-1417395,2018-01-01T00:00:00Z,NA,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Investigating Geochemical Signatures in Greenland Ice of a Possible Extraterrestrial Impact During the Younger Dryas Climate Event
1417476,1,arctic-data.14189.12,1417476,2017-10-06T00:00:00Z,2017-10-11T15:56:02Z,08/18/2014,08/31/2017,ARCTIC NATURAL SCIENCES,09/01/2014,Collaborative Research:  Investigating Geochemical Signatures in Greenland ice of a Possible Extraterrestrial Impact During the Younger Dryas Climate Event
1417480,1,arctic-data.14088.10,1417480,2017-08-11T00:00:00Z,2017-08-25T11:13:37Z,08/18/2014,07/31/2017,ARCTIC NATURAL SCIENCES,08/15/2014,Quantifying Greenland Iceberg Melt Rates using Remotely-sensed Data
1417640,1,arctic-data.14800.17,1417640,2018-05-16T00:00:00Z,2018-05-18T09:24:19Z,08/12/2014,12/31/2017,ARCTIC NATURAL SCIENCES,01/01/2015,COLLABORATIVE RESEARCH:  GreenTrACS:  a Greenland Traverse for Accumulation and Climate Studies
1417700,11,arctic-data.9939.7; arctic-data.9944.3; arctic-data.9955.8; arctic-data.9955.8; arctic-data.9959.4; arctic-data.9963.5; arctic-data.9967.6; arctic-data.9973.9; arctic-data.9977.9; autogen.2017031709003186324.3; autogen.2017031711041726435.4,1417700;  1417700,2016-12-20T00:00:00Z,2017-03-06T12:45:41Z,06/04/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative Research:  Vegetation And Ecosystem Impacts On Permafrost Vulnerability
1417711,2,autogen.2016032220455744528.2; autogen.2017040716274490091.4,NSF Award 1417711; 1417711,2014-09-26T00:00:00Z,2016-04-02T08:55:58Z,07/29/2014,07/31/2018,ARCTIC NATURAL SCIENCES,08/01/2014,Bioavailability of Arctic Soil Carbon:   Examining the Relationship Between Chemical Composition and Lability During the Holocene
1417745,12,arctic-data.14753.13; arctic-data.9939.7; arctic-data.9944.3; arctic-data.9955.8; arctic-data.9959.4; arctic-data.9963.5; arctic-data.9967.6; arctic-data.9973.9; arctic-data.9977.9; autogen.2016032220591327340.8; autogen.2017031709003186324.3; autogen.2017031711041726435.4,PLR-1417745; 1417745; NSF Award 1417745,2014-07-29T00:00:00Z,2017-03-06T12:45:41Z,06/04/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative Research:  Vegetation And Ecosystem Impacts On Permafrost Vulnerability
1417772,3,arctic-data.14312.7; arctic-data.14314.11; autogen.2017120411233226221.2,1417772,2017-11-07T00:00:00Z,2017-12-04T11:09:00Z,02/06/2015,01/31/2019,ARCTIC SOCIAL SCIENCES,02/01/2015,"Colonization and Christianity:  the development of Viking Age and medieval hierarchies in Skagafjordur, North Iceland"
1417787,4,arctic-data.14742.4; autogen.2018041812250739434.3; autogen.2018041812485413736.2; autogen.2018041813343546752.2,1417787,2018-04-11T00:00:00Z,2018-04-19T12:08:15Z,08/28/2014,10/31/2018,ARCTIC NATURAL SCIENCES,11/01/2014,"Collaborative Research: Petermann Gletscher, Greenland - Paleoceanography and Paleoclimatology"
1417789,17,arctic-data.14110.1; arctic-data.14731.6; autogen.2018042515264523329.6; autogen.2018042516224813744.2; autogen.2018042516282277845.2; autogen.2018042516301443746.2; autogen.2018042516320535247.2; autogen.2018042516350363348.2; autogen.2018042516371195549.2; autogen.2018042516394151951.2; autogen.2018042516410494352.2; autogen.2018042516420213153.2; autogen.2018042516433107254.2; autogen.2018042516445120055.2; autogen.2018042516480118957.2; autogen.2018042516490329058.2; autogen.2018042516501448059.2,1417789,2017-09-24T00:00:00Z,2017-09-24T16:00:00Z,06/24/2014,06/30/2017,ARCTIC NATURAL SCIENCES,07/01/2014,Mapping and Quantifying Methane Seeps on the Eastern Siberian Shelf and Slope -- A Component of the Swedish Russian U.S. Climate-Cryosphere-Carbon Interactions (SWERUS-C3) Program
1418000,13,arctic-data.9389.1; arctic-data.9390.1; arctic-data.9391.1; arctic-data.9657.3; arctic-data.9660.6; arctic-data.9865.5; arctic-data.9866.2; arctic-data.9867.1; arctic-data.9871.4; arctic-data.9872.2; arctic-data.9898.1; autogen.2017080415395137980.3; autogen.2017080415400196781.3,1418000,2016-07-12T00:00:00Z,2016-07-12T16:00:00Z,06/06/2014,12/31/2018,ARCTIC SYSTEM SCIENCE PROGRAM,01/01/2015,Collaborative research:  Developing a System Model of Arctic Glacial Lake Sedimentation for Investigating Past and Future Climate Change
1418268,1,arctic-data.13749.4,1418268,2017-05-08T00:00:00Z,2017-05-25T12:16:06Z,01/28/2015,01/31/2017,ARCTIC SOCIAL SCIENCES,02/01/2015,Doctoral Dissertation Research:  The Economic and Socialcultural Effects of Developing Cyber-Infrastructure for Global information Storage in Iceland
1421603,1,autogen.2016032221211559495.3,NSF Award 1421603,2015-02-20T00:00:00Z,2017-09-22T16:37:28Z,02/03/2014,08/31/2014,ARCTIC SYSTEM SCIENCE PROGRAM,08/31/2013,Collaborative Research: Turning on the lights - Photochemical and microbial processing of newly exposed carbon in arctic ecosystems
1432277,15,arctic-data.10015.9; arctic-data.14545.14; arctic-data.7753.4; arctic-data.7764.1; arctic-data.7773.1; arctic-data.7774.1; arctic-data.7775.1; arctic-data.7776.1; arctic-data.9827.23; arctic-data.9834.26; arctic-data.9837.25; arctic-data.9842.23; arctic-data.9845.21; arctic-data.9848.19; arctic-data.9852.22,1432277,2016-06-09T00:00:00Z,2016-06-09T16:00:00Z,09/10/2014,08/31/2016,AON IMPLEMENTATION,09/15/2014,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations
